"","CHP212_WT_DMSO_1","CHP212_WT_DMSO_2","CHP212_WT_Nutlin_1","CHP212_WT_Nutlin_2","CHP212_KO_DMSO_1","CHP212_KO_DMSO_2","CHP212_KO_Nutlin_1","CHP212_KO_Nutlin_2"
"ENSG00000012822",1814.001,1532,3782,3850,3772.998,3761.003,4400.998,4035.002
"ENSG00000012963",5513.733,5428.713,2260.737,2044.062,7345.63,7976.458,5319.767,4856.4
"ENSG00000012983",5294.999,4903,5295,5314.898,6359,6919.524,6391.001,5883.001
"ENSG00000013016",1438,1219,1623,1515,503,570,786,640
"ENSG00000013288",1104.878,904.726,1266.694,1233.486,1013.174,968.523,1161.429,1058.378
"ENSG00000013293",2214.226,1887.119,1888.56,2016.986,6334.228,6574.487,7023.957,6002.963
"ENSG00000013297",209.009,160.623,207.042,161.827,694.409,759.716,530.275,497.003
"ENSG00000013306",18466.001,16794.083,12631.047,10957.004,21331.077,23880.507,19764.042,18225.387
"ENSG00000013364",704.026,673.581,2533.102,2410.573,1096.003,1058.502,1630.224,1314.016
"ENSG00000013374",5944.307,5004.732,4991.099,4760.243,4488.083,5090.547,3982.533,3773.583
"ENSG00000013375",4122.165,4175.54,3702.05,3678.993,5274.176,5649.403,4864.163,4549.418
"ENSG00000013392",458.111,381.063,493.632,382.826,912.723,968.758,1043.084,828.97
"ENSG00000013441",4842.702,4268,5729.502,4982.012,6291.397,6933.825,7452.744,4655
"ENSG00000013503",1125,1161,1076,1000,1653,1766,1637,1274
"ENSG00000013523",2496.274,2357.096,2092.411,2119.259,3082.726,3522.279,3009.287,2611.085
"ENSG00000013561",2527.558,2407.612,3752.188,3326.537,2666.594,2801.694,3244.79,2778.542
"ENSG00000013563",955.506,751.789,1212.692,1110.137,1401.183,1477.616,1749.327,1543.823
"ENSG00000013573",8937.751,7978.19,3556.446,3420.938,8565.689,9071.022,6369.433,6122.408
"ENSG00000013583",867.001,909,741.001,628,1210.999,1029,978,853.001
"ENSG00000013588",515,524.106,313,304.95,487.001,522,418,362
"ENSG00000013619",20,24,10,2,152,105.998,112,105
"ENSG00000013725",22,3,6,8,21,6,0,6
"ENSG00000013810",14263.017,12666.994,6080.434,5404.998,11475.035,12552.428,6466.458,5981.03
"ENSG00000014123",2585,2603,2497,2441,2972,3553,3094,2753
"ENSG00000014138",4828.825,4742.369,1498.923,1547.064,4351.756,4726.17,2226.75,1995.189
"ENSG00000014164",1099.338,1006.785,1114.073,851.632,1297.528,1342.415,1485.801,1266.047
"ENSG00000014216",4739,4027.002,7565.997,6982.002,3066.001,3439.999,3897.001,3738.998
"ENSG00000014257",8,2,4,0,22,21,10,11
"ENSG00000014641",9435.395,8989.156,9182.858,7738.873,10680.632,11548.423,10253.728,9245.44
"ENSG00000014824",7677.001,7310,6697.001,6577,9077.999,9717,8206,7560.999
"ENSG00000014914",890,820,733.999,741.001,1469,1426.001,1661.001,1447
"ENSG00000014919",3316.571,3191.526,3506.625,3083.429,4037.775,4353.202,4445.798,3973.28
"ENSG00000015133",3293.999,3134,2837,3140.999,3952.998,4336.998,4135.02,3610.001
"ENSG00000015153",1374.027,1238.001,1003.998,887.963,1201.994,1331.946,1124.201,1051.895
"ENSG00000015171",5858.893,5593.758,5287.344,5351.628,6418.048,7029.828,6612.896,6074.951
"ENSG00000015285",6,23,23,11,37.999,20,43.012,31.993
"ENSG00000015413",0,2,4,2,2,0,0,0
"ENSG00000015475",6257.757,5970.591,4924.929,3965.372,4846.48,5276.834,4555.819,3758.785
"ENSG00000015479",25082.47,25563.474,23364.976,20984.226,42340.46,48091.54,38498.777,34653.798
"ENSG00000015520",3,14,15,10,14,18,22,20
"ENSG00000015532",4809.095,4185.948,4778,4504.01,5967.095,6099.79,6644.443,5943.998
"ENSG00000015568",301.206,229.402,353.957,347.688,440.648,366.368,445.852,452.728
"ENSG00000015592",10,8,6,23.001,45,64,66,68
"ENSG00000015676",7853.001,6809,7383.002,7008.001,8852.999,9600,9365.998,8177
"ENSG00000016082",962,796,490,480,453,487,391,306
"ENSG00000016391",1054.276,948.728,438.392,452.728,1654.003,1753.668,1229.353,1119.14
"ENSG00000016402",53.999,46,12,18,547.999,640,382,243
"ENSG00000016490",0,293,0,0,0,0,0,207
"ENSG00000016602",2,149,0,0,0,0,0,88
"ENSG00000016864",3170.744,2862.004,3647.206,2964.384,4913.163,5107.885,5128.301,4508.3
"ENSG00000017260",6204.587,5899.026,5614.117,5627.521,8334.125,9005.847,8167.612,7205.561
"ENSG00000017427",9.304,18.795,37.033,12.823,11.996,25.841,11.296,9.725
"ENSG00000017483",25,25,15,14,35,23,41.001,34
"ENSG00000017797",5704.982,5167.686,6032.526,5700.249,7332.065,8324.281,7890.793,6984.181
"ENSG00000018189",3525.048,3382.958,5886.001,5325.78,7895,8190.98,10712.01,9494.942
"ENSG00000018236",590,499.999,400.001,495,151,140,166,162
"ENSG00000018280",25.568,18.886,28.286,12.439,12.076,16.077,17.224,24.911
"ENSG00000018408",7508.705,7019.545,7845.206,7405.324,10049.054,10739.028,7939.598,7559.814
"ENSG00000018510",7286.641,6884.67,5957.439,5689.595,15035.188,16057.011,13533.964,11822.166
"ENSG00000018607",3,3,0,0,6.008,2,0,0
"ENSG00000018610",2136.191,2141.16,1862.186,1633.405,2581.366,2727.913,2414.608,2085.931
"ENSG00000018625",0,0.899,3.079,6.047,5.11,6.143,6.996,15.858
"ENSG00000018699",1677,1649,1365.001,1131,1911,1907,1636,1476
"ENSG00000018869",197,207.001,185,158.001,292,327.999,326.999,268
"ENSG00000019102",21,27,2,1,30,20,3,20
"ENSG00000019144",8450.53,8018.569,13727.584,13782.683,7801.799,7799.861,9286.506,8960.473
"ENSG00000019169",0,0,0,0,0,0,0,0
"ENSG00000019186",8,2,0,0,0,0,0,0
"ENSG00000019485",596,575,669,650,1153,1337,1304.001,1222
"ENSG00000019505",0,3,1.96,1,4.186,8.016,4.019,7.028
"ENSG00000019549",1486,1715,1531,1256,2715.001,2978,2018.001,1773
"ENSG00000019582",328.624,393.097,359.236,347.882,322.674,415.057,352.588,418.022
"ENSG00000019991",100386,93437,107477,107619.002,92368.001,100075,93098.999,86733.001
"ENSG00000019995",4638.579,4346.561,4619.14,4256.82,5393.561,5784.434,5541.547,4904.156
"ENSG00000020129",1752.999,1688.001,1989.001,1683.999,2414.886,2767,2661.002,2383.001
"ENSG00000020181",11214.175,10099.754,9363.196,9896.44,23832.261,26241.656,22077.964,21291.915
"ENSG00000020219",2,0,0,0,2,3,8,0
"ENSG00000020256",2147.999,1923.001,2154.001,2036,2609.998,2792.998,2590,2398.999
"ENSG00000020426",2017,2017.001,2241,1904.001,2290.001,2429.002,2304.999,2078.002
"ENSG00000020577",1758.065,1674.001,2124.003,2178.999,2228,2260.001,2228.999,2180.001
"ENSG00000020633",4,0,0,4,10,6,22,21
"ENSG00000020922",5173.751,4812.503,2573.818,2491.923,5519.292,6219.436,3621.757,3140.41
"ENSG00000021300",170,160,288.001,284,484.001,491,599,473.999
"ENSG00000021355",1654.181,1555.034,2082.578,1933.95,1125.647,1135.482,1077.515,1074.126
"ENSG00000021461",9.043,8.818,25.345,9.807,6.367,8.509,21.047,7.707
"ENSG00000021488",7,6,19,10,61.001,52,38,54.001
"ENSG00000021574",2383.456,2065.812,2077.26,1964.745,4008.439,4693.909,4316.472,3649.16
"ENSG00000021645",3.501,19.038,11.974,1.064,48.601,84.376,41.043,46.493
"ENSG00000021762",825,789.999,638,628.999,811,877.999,732.999,602
"ENSG00000021776",6397,5899.971,4949.999,4709,6617.001,6878.036,5649.999,4944.999
"ENSG00000021826",1311.255,1108.014,1074.932,1168.869,2024.541,2220.426,1825.638,1642.113
"ENSG00000021852",0,0,0,0,0,0,0,0
"ENSG00000022267",13877.001,13148.002,10903,9306.999,12043.998,12905.003,10073.997,9858.998
"ENSG00000022277",7065.589,6207.801,7075.999,6020.912,6458.001,6686.577,6100.775,5771.935
"ENSG00000022355",0,0,0,0,8,16.001,10,8
"ENSG00000022556",0,0,0,0,0,0,0,0
"ENSG00000022567",1110,929,1016,934.001,1413,1465,1246,1212
"ENSG00000022840",8376.852,8143.876,9689.02,8677.078,9811.854,10187.913,9947.603,8891.102
"ENSG00000022976",1444.034,1267.118,1529.59,1367.93,1717.284,1964.832,2036.263,1772.978
"ENSG00000023041",3817.251,3422.178,2625.997,2227.522,4011.85,4054.386,3943.684,3370.936
"ENSG00000023171",413,338.001,394,409.999,2397.001,2561.068,2112,1864.001
"ENSG00000023191",0,0,0,0,0,0,0,0
"ENSG00000023287",4327.001,3814.998,4639,4751.001,6212,6727,5889,5202.999
"ENSG00000023318",3263.917,3194.002,3524.857,2995.002,4056.012,4492.504,4331.243,3572.476
"ENSG00000023330",3684.001,3452.001,4207.999,3886,4032.001,4173.999,4390.999,3675.001
"ENSG00000023445",203.999,144.001,186,210.001,32,31.999,42,47
"ENSG00000023516",6838,6596,6142,6386,4683,5259,4520,3950
"ENSG00000023572",3761.338,3762.221,2735.731,2090.063,3839.315,4060.313,3548.571,3193.295
"ENSG00000023608",3996,4070,4187,3825,3921,3811.353,3307.005,3042
"ENSG00000023697",2246,2412,1511,1339.001,2812.002,2948,2629.999,2442.001
"ENSG00000023734",14522,13417,13588,11652.999,15295,15521,15329,13561.999
"ENSG00000023839",294,205.999,407.002,317,136,192,263,208
"ENSG00000023892",183.291,215.015,179.056,174.14,126.896,155.741,172.253,132.994
"ENSG00000023902",5996.002,5640,3917,3384,7360,8246.001,5775.998,5062.001
"ENSG00000023909",1591.25,1375.945,1576.523,1573.296,949.645,1106.161,1064.152,960.67
"ENSG00000024048",2588,2552,2610,2730,3496,3623,3057,2763
"ENSG00000024422",2705.989,2733.921,2873.83,2263.411,3056.003,2946.028,3012,2859.002
"ENSG00000024526",3526.001,3565,1320.998,1067.999,2643.991,3202,1319.001,1341
"ENSG00000024862",765,744,870,734,1073,1131,892,805
"ENSG00000025039",2050.001,1826.001,1488.998,1283.999,2318.999,2582,2441,2075
"ENSG00000025156",2871.999,2622,2260,1964,3397.999,3906,3277,2924
"ENSG00000025293",4768.132,4277.327,5000.297,4818.249,5292.243,5924.142,5264.107,5125.971
"ENSG00000025423",95,61,65,53,149.998,158,183.156,124
"ENSG00000025434",469.999,441,424.001,326.001,710.998,688.998,619.001,602.999
"ENSG00000025708",187.443,197.278,167.777,167.561,233.407,284.406,155.17,140.675
"ENSG00000025770",5590.086,5247.583,2102.075,1895.781,6521.734,7146.822,4583.477,4116.192
"ENSG00000025772",3220,2824,2518,2353,3010,3141,2523,2390
"ENSG00000025796",9931.557,9571.805,8535.581,7645.571,13102.994,14448.162,12251.099,11152.758
"ENSG00000025800",4297.981,4225.924,4769.811,4714.374,5232.851,5434.288,4940.973,4783.641
"ENSG00000026025",111604,106825,110029.999,89699.999,111922.001,120976.999,126695,112086.999
"ENSG00000026036",1460.239,1431.702,1027.069,1329.452,1034.69,1090.287,1066.031,966.06
"ENSG00000026103",934.086,908.737,5073.971,4980.315,1051.899,1233.154,5050.35,4513.822
"ENSG00000026297",1590.265,1446.493,1764.306,1588.819,1806.493,1960.762,1787.97,1684.182
"ENSG00000026508",8366.005,8297.999,12244.999,10421.999,3754.003,3979.001,4143.001,3728
"ENSG00000026559",69.528,74.325,66.916,60.068,217.941,211.713,309.055,226.939
"ENSG00000026652",1672,1461,1913.001,1801.999,2741,3050.002,2675.001,2307.001
"ENSG00000026751",0,4.866,0,0,0,3.372,1.513,5.746
"ENSG00000026950",2982.33,2545.054,3076.774,3087.25,3416.412,3639.474,3363.726,3042.256
"ENSG00000027001",2090,1963,1340,1189,867.001,1021,590,546
"ENSG00000027075",33,47,66.137,89.203,69.374,97.536,83.347,84.204
"ENSG00000027644",29,26,26,33,563,462,653,527
"ENSG00000027697",1749,1704.001,2248,1849.999,3015.999,3254.999,3119,2767.002
"ENSG00000027847",1199.002,1111.001,1410.998,1194.001,1689.002,1993,2180.999,1758
"ENSG00000027869",89,78,169.002,101.999,30,53,67,46
"ENSG00000028116",0,0,0,0,2.486,6.71,8.555,14.918
"ENSG00000028137",220.908,210.082,63.845,72.855,61.547,78.697,43.24,46.427
"ENSG00000028203",5683.451,5766.054,6243.431,5859.663,6948.991,7515.948,7369.972,6669.653
"ENSG00000028277",20,17,92,78,23,28,53,57
"ENSG00000028310",5260.571,5203.177,4620.962,4844.745,4534.692,4747.737,4358.135,4354.612
"ENSG00000028528",9127.993,8524.001,11792.001,10971.919,15902.999,16948.796,17667.999,16251.002
"ENSG00000028839",2086.736,1925.785,2262.849,1747.391,2038.499,2163.712,2281.756,2062.447
"ENSG00000029153",1975.807,1659.071,516.59,488.768,1185.187,1370.263,569.367,608.368
"ENSG00000029363",18008,17686.996,13097,12624.002,21468.6,23606.999,16877.001,15240
"ENSG00000029364",6916.997,6040.001,7330,7154,7802,8293,8105.002,6796
"ENSG00000029534",85,54,2592.999,3118,311.999,332.001,1987.001,1810.001
"ENSG00000029559",0,0,0,2,0,0,0,0
"ENSG00000029639",1670.732,1571.276,2006.067,1778.985,1449.781,1422.269,1511.643,1363.093
"ENSG00000029725",6629.772,6153.641,5787.866,6248.54,6466.847,7129.014,6448.553,6006.984
"ENSG00000029993",9503.998,9668,7406,6651,11309,12250,9278,8609
"ENSG00000030066",14246.001,13315.001,8346.999,8478.997,13101.003,14220.001,10423.999,10083.999
"ENSG00000030110",1978.261,1703.998,3667.873,3327.931,2063.302,2127.676,3187.216,2698.982
"ENSG00000030304",4,24,7,8,3,11,1,1
"ENSG00000030419",475,454,947,888,462.001,378,531,467
"ENSG00000030582",12077.001,10782.999,25258.998,23228.001,16426.002,17914.998,21515.001,18307.998
"ENSG00000031003",2931,3023.001,3315.932,3432.002,4908.844,5265,4729.797,3961.999
"ENSG00000031081",292,227,346,382,272,313,406,351
"ENSG00000031691",1653,1451,555,498,1957,2058,928,825
"ENSG00000031698",6171.999,5735,11562.999,10236,6591,6772.001,11412,9667.999
"ENSG00000031823",5683,5535.002,5203.998,4643.001,6389.999,6991.999,6260.998,5808.998
"ENSG00000032219",1856.001,1567.001,1945.001,2053.999,2295.001,2660.002,2531,2187.999
"ENSG00000032389",2276.999,2085,2592,2402.001,2251.999,2590.001,2418,2209.001
"ENSG00000032444",3082.999,2907.001,3582.001,3327.003,3415,3416.01,3340.999,3153.997
"ENSG00000032742",1149.347,1164.798,1024.11,993.407,886.509,918.532,826.615,615.843
"ENSG00000033011",2897.427,2896.445,2700.464,2924.227,3215.615,3530.63,3055.338,2769.007
"ENSG00000033030",2575.81,2336.351,2030.286,1922.063,3796.884,4015.97,4139.594,3769.629
"ENSG00000033050",6390.407,5835.316,6005.189,5170.783,6425.5,6902.603,7212.691,6272.12
"ENSG00000033100",4133.046,3838.474,5813.255,5872.237,4166.733,4635.449,4964.234,4708.905
"ENSG00000033122",2608.872,2535.382,2312.372,2383.867,4829.677,5347.488,5017.939,4706.001
"ENSG00000033170",4177.219,3713.053,2686.083,2258.275,3455.009,4045.221,3422.092,3061.904
"ENSG00000033178",5611.998,5317,5498.904,4974.167,6220.009,6810.192,6350.306,5846.647
"ENSG00000033327",4310.999,4219.999,5172,5326,11412.998,12369.002,14092.999,11560
"ENSG00000033627",5015.189,4647.885,8345.363,7908.738,7640.971,7828.382,11215.568,9570.924
"ENSG00000033800",5391.055,4798.218,4279.871,3850.79,6614.02,7247.396,6149.672,5026.761
"ENSG00000033867",6347,6023.999,4287,4593.999,5321.002,5942.999,5153,4303
"ENSG00000034053",1150.461,1027.232,1155.282,1255.335,1246.675,1724.132,1475.399,1174.049
"ENSG00000034152",4335.003,4103.001,6070,5041,3203,3188,3291.999,3221
"ENSG00000034239",0,0,0,0,0,1,0,0
"ENSG00000034510",83478,81594,74115,56958,90325,92479,65907,68073
"ENSG00000034533",676.412,487.977,345.883,359.479,487.874,580.151,581.386,507.439
"ENSG00000034677",1359,1250.955,1548.601,1494.001,2266.825,2631.247,2543,2296.908
"ENSG00000034693",1087,1010,840,703,1192,1347,991,922
"ENSG00000034713",7405,6813.001,10004.403,8384.013,9327.857,10613.239,10058.534,9168.319
"ENSG00000034971",0,0,0,0,0,0,0,0
"ENSG00000035115",1160.85,941.744,1301.092,1357.881,1695.855,1675.274,1999.382,1788.651
"ENSG00000035141",5685.001,5579.002,5086.001,4318,7165.001,7676,6626.001,6112.001
"ENSG00000035403",20949.237,20153.115,24524.438,24771.299,26048.164,26403.324,25735.932,25554.86
"ENSG00000035499",2224,2114.001,844,811,2270,2542.999,1279,1322.999
"ENSG00000035664",71.775,60.623,76.14,62.788,191.539,165.608,179.54,147.035
"ENSG00000035681",5481.999,5332.001,5014.002,4726,5407.998,6033.002,5672,4889.001
"ENSG00000035687",9722.001,9011.001,7967.001,7030.001,10318.999,11144.999,9483.001,8699
"ENSG00000035720",2,0,6,2,2,0,0,4
"ENSG00000035862",45408.204,43907.01,33466.47,28608.279,89937.302,92632.327,77492.006,71488.456
"ENSG00000035928",8862.001,7717.999,4289.999,4165.999,8042.999,9033.999,6005,5436.001
"ENSG00000036054",2180,2127,2588.998,2349,3073.999,3592,3188.001,2755.999
"ENSG00000036257",7507,7518.999,6625.999,5980.001,7966.999,8577,6881,6383.001
"ENSG00000036448",81.077,67.473,139.145,40.206,71.711,63.423,161.598,123.94
"ENSG00000036473",0,0,0,0,0,0,0,0
"ENSG00000036530",37.002,51.972,62.523,44.972,85.183,89.232,83.665,70.009
"ENSG00000036549",1814.234,1564.982,1745.021,1830,2272.025,2478.704,2300.405,1955.903
"ENSG00000036565",15.459,4.044,67.599,59.997,17.426,16.213,37.127,41.004
"ENSG00000036672",169,163.001,184,154,206.999,199.999,398,414.001
"ENSG00000036828",620.054,615.244,791.267,819.992,1040.419,1154.97,1123.04,1087.327
"ENSG00000037042",2713.599,2794.857,2857.628,2582.472,2302.414,2550.285,2870.007,2609.018
"ENSG00000037241",2346,2324,2429,2045.999,2666,2728,2556,2440.999
"ENSG00000037280",301.002,291.738,189.068,135.008,427.026,425.248,242.169,239.965
"ENSG00000037474",14130,13316,12378.001,11201,10480,11401,10418.064,9547.999
"ENSG00000037637",1165.338,1100.736,1403.85,1167.531,1632.699,1806.56,1837.238,1707.366
"ENSG00000037749",4809.001,4554.906,5679.999,5144.035,6620.867,6941.992,6746.061,5746.024
"ENSG00000037757",3191.747,2779.575,5428.16,5167.829,3284.072,3493.5,4397.542,4219.81
"ENSG00000037897",1800.064,1737,978,1003.999,1844,1869.999,1427,1324.999
"ENSG00000037965",1039,1132,1061,850,1218,1205,1218,1100
"ENSG00000038002",829,890.001,634,546.999,1045,1097.999,953.001,875.001
"ENSG00000038210",1435,1430,704,732,1609,1758,1450,1210
"ENSG00000038219",6216.429,5463.467,5688.598,6663.308,7077.182,7750.46,6759.921,6124.428
"ENSG00000038274",7005.002,6229.991,5626.024,4845.949,9657.007,10200,7653.091,6428.024
"ENSG00000038295",1914,1955,1204,1240.999,9241.999,9975.001,6169,5847
"ENSG00000038358",9594.999,8634.998,8400.999,8197,9704.001,10908,9722,8906
"ENSG00000038382",66966.999,62932.002,77917.999,79148.998,42588.999,44535,44514.003,42025
"ENSG00000038427",14629,13821,21623,23391.003,20003.998,22160.999,22391.999,21468
"ENSG00000038532",3036.55,2611.501,3734.71,3687.464,3136.599,3091.375,3326.166,3174.493
"ENSG00000038945",4,2,0,0,4,0,0,2
"ENSG00000039068",27.911,49.67,79.645,10.637,7.067,16.183,8.018,51.984
"ENSG00000039123",8382.409,8068.556,6253.597,6508.95,9125.096,10200.487,8149.43,6972.169
"ENSG00000039139",78.999,70,188,184.154,51.998,64.526,64.004,50
"ENSG00000039319",5390.84,5188.953,5474.327,5378.173,6164.404,6845.997,6319.857,5836.622
"ENSG00000039523",3586.998,3563.999,4107,3673.999,3272,3466.002,4263.999,3943.999
"ENSG00000039537",0,0,4,2,0,0,0,2
"ENSG00000039560",10826,10533,7359.002,7522.997,13562.001,14716.001,12058.002,11284.998
"ENSG00000039600",0,4,2,0,1,1,0,6
"ENSG00000039650",3205.181,2869.239,2642.563,2542.326,3357.525,3941.974,3176.542,2614.996
"ENSG00000039987",0,4,4,0,2,15,2,4
"ENSG00000040199",1801.667,1659.169,1175.636,1304.783,2035.566,2238.967,1738.442,1842.109
"ENSG00000040275",5659.001,5482.998,2787.999,2731,5762,6252,3695.002,3269.002
"ENSG00000040341",2242.237,2052.71,1898.495,2054.261,2768.504,2998.277,2715.887,2401.523
"ENSG00000040487",264.014,251.797,216.855,188.704,456.706,560.111,482.185,443.296
"ENSG00000040531",1028.414,1000.585,881.797,887.132,1755.797,1815.441,1710.151,1535.277
"ENSG00000040608",1988,1782,1278,1073,2657.001,2975,3215,2457
"ENSG00000040633",4347.001,3930,3610,3498.998,4756.001,5208.002,4183,3761
"ENSG00000040731",2810.001,2936.998,3457,3115,14758.999,16179,13376,11869.999
"ENSG00000040933",3148,2746,3068.001,2985.001,4328,4907.001,4627,4203.998
"ENSG00000041353",48,45,21,25,755,857,576,420
"ENSG00000041357",25014.001,23969.003,23423.001,19184.001,26260.999,28266,22825.998,21006
"ENSG00000041515",12,8,10,6,4,0,6,6
"ENSG00000041802",6249.999,5806.896,5180.087,5073.038,6645.049,7099.001,6534.002,5926.694
"ENSG00000041880",593.999,567,1030,845.999,570.002,606.999,863,707.001
"ENSG00000041982",1463.002,1443.002,670,627.001,4287.001,4748,2819.999,2664.001
"ENSG00000041988",665.952,544.578,747.428,573.562,736.856,872.177,829.827,720.593
"ENSG00000042062",1364.351,1126.669,1742.615,1640.653,925.879,889.998,958.297,854.641
"ENSG00000042088",1633,1615,1083.001,1061.001,2265.001,2450,1676,1505.001
"ENSG00000042286",2873.118,2670.707,3938.251,3882.009,2187.556,2363.199,2611.945,2242.143
"ENSG00000042304",0,0,0,0,0,0,0,0
"ENSG00000042317",522.293,525.999,1116,1002.067,1162.261,1278.998,1458.728,1202.569
"ENSG00000042429",4563.22,4186.183,4707.164,4549.044,4852.061,5291.324,5511.292,4612.002
"ENSG00000042445",1218.822,922.964,3456.168,3546.627,754.267,1419.63,1943.005,2102.386
"ENSG00000042493",260,232,748.998,518,133.999,136,220,198
"ENSG00000042753",6219,5676.001,4664.999,3737.001,5506.001,5777,4656.002,4350.001
"ENSG00000042781",18,26,5,8,178,157,96,67
"ENSG00000042813",0,0,0,0,0,0,0,0
"ENSG00000042832",22,20,42,38,90.999,90.001,146,158.998
"ENSG00000042980",48.002,66,53,28,46.999,23,68.001,45
"ENSG00000043039",11.594,9.538,0,11.837,5.424,4.143,4.054,9.173
"ENSG00000043093",3552,3206.999,4456.998,3975,4944,5640.999,5600.001,4715
"ENSG00000043143",2987.001,2597.997,1665.004,1783.001,1559.992,1655.003,1304.003,1161.155
"ENSG00000043355",0,0,2,0,0,0,0,0
"ENSG00000043462",0,4,4,0,0,0,0,3
"ENSG00000043514",1429.001,1521.998,1260.997,1041.999,1446.998,1299.001,1283.999,1041.999
"ENSG00000043591",0,0,0,0,0,0,0,0
"ENSG00000044012",0,12,0,0,0,0,0,8
"ENSG00000044090",2390.314,2101.787,3714.756,3892.166,4351.543,4533.962,5989.464,5251.614
"ENSG00000044115",27967.999,25948.998,29409,28064.999,24897.001,27133,24753.001,22524.001
"ENSG00000044446",1106,1022,1205,1200.999,2279,2548.001,2700.999,2338
"ENSG00000044459",666.925,625.919,296.072,311.486,2622.939,3071.76,2343.95,1893.676
"ENSG00000044524",7995.001,7936,6111,5677,3306,3698.001,2483,2183.999
"ENSG00000044574",48650.018,45626.003,72820.67,67371.997,46768.999,49509.999,48369.008,43592.025
"ENSG00000046604",8713.712,8146.976,7707.629,8373.422,9147.326,9942.594,9712.936,8704.51
"ENSG00000046647",568.982,539.897,605.039,619.394,1071.431,1151.71,1148.255,892.234
"ENSG00000046651",2084.771,1973.031,2334.582,2531.767,3459.816,3506.638,3948.914,3766.74
"ENSG00000046653",207,186,177,184,875.002,979,466,500
"ENSG00000046774",0,0,0,0,0,0,0,0
"ENSG00000046889",0,6.001,2,5,18.117,58.001,11.012,24.006
"ENSG00000047056",1082.256,1061.376,1376.737,1410.411,1080.098,1133.863,1118.636,1071.531
"ENSG00000047188",4003.438,3763.636,4133.598,3957.221,5867.821,6315.516,5881.507,5161.957
"ENSG00000047230",1980,2033.001,1840.998,1636.002,2816,3198,2975.001,2647
"ENSG00000047249",2336.999,1970,3309.999,2904.001,2467.002,2719.999,3141,2853.001
"ENSG00000047315",16076.324,15248.546,15245.365,14041.705,17375.614,18866.415,16087.571,14801.404
"ENSG00000047346",1670.999,1588.998,4852,4454.998,3236.999,3455.999,4359.999,3739.002
"ENSG00000047365",579,499,410,401,320,382,357,316
"ENSG00000047410",25028.566,23135.041,17940.104,19431.106,26579.329,28926.641,23754.223,22012.372
"ENSG00000047457",19.715,13.85,32.888,25.567,1031.488,1293.717,798.368,726.884
"ENSG00000047578",1716.999,1546.999,2076.999,2281,1763,1976.999,1926.002,1714.999
